Frequency (Hz), ch0 (dB), ch1 (dB)
6698608.50, -94.22, -94.10
6706238.00, -91.50, -91.82
6713867.00, -91.68, -90.98
6721496.50, -91.98, -92.65
6729126.00, -91.15, -96.95
6736755.50, -89.72, -91.99
6744385.00, -90.98, -94.65
6752014.00, -90.68, -95.47
6759643.50, -90.63, -91.72
6767273.00, -94.01, -91.52
6774902.50, -94.94, -93.05
6782531.50, -95.48, -95.22
6790161.00, -93.53, -92.06
6797790.50, -91.96, -93.92
6805420.00, -91.28, -92.65
6813049.50, -94.79, -92.57
6820678.50, -93.00, -94.32
6828308.00, -91.26, -91.30
6835937.50, -90.23, -90.19
6843567.00, -92.12, -91.19
6851196.50, -93.85, -93.07
6858825.50, -92.25, -91.77
6866455.00, -91.51, -94.37
6874084.50, -94.03, -93.87
6881714.00, -92.67, -91.51
6889343.50, -93.08, -91.58
6896972.50, -94.09, -90.79
6904602.00, -93.04, -91.97
6912231.50, -91.98, -92.02
6919861.00, -91.72, -90.94
6927490.00, -92.59, -89.18
6935119.50, -90.55, -91.23
6942749.00, -93.00, -92.52
6950378.50, -95.71, -90.87
6958008.00, -92.26, -91.68
6965637.00, -92.03, -94.18
6973266.50, -93.78, -95.99
6980896.00, -91.56, -91.91
6988525.50, -93.01, -91.06
6996155.00, -92.13, -90.14
7003784.00, -91.72, -91.63
7011413.50, -90.10, -91.40
7019043.00, -89.75, -90.55
7026672.50, -92.98, -90.55
7034302.00, -94.38, -92.25
7041931.00, -93.35, -93.43
7049560.50, -92.12, -93.60
7057190.00, -91.30, -91.55
7064819.50, -92.45, -90.81
7072448.50, -87.21, -91.92
7080078.00, -92.32, -94.16
7087707.50, -92.63, -94.21
7095337.00, -94.22, -92.19
7102966.50, -93.53, -91.42
7110595.50, -91.11, -91.53
7118225.00, -94.27, -90.52
7125854.50, -94.60, -90.62
7133484.00, -95.65, -94.59
7141113.50, -92.80, -94.01
7148742.50, -92.95, -93.29
7156372.00, -92.35, -94.87
7164001.50, -92.41, -93.19
7171631.00, -91.49, -93.29
7179260.50, -90.43, -92.57
7186889.50, -91.92, -93.74
7194519.00, -90.60, -93.35
7202148.50, -90.30, -91.67
7209778.00, -94.32, -90.56
7217407.00, -94.43, -91.41
7225036.50, -91.81, -91.71
7232666.00, -91.44, -93.65
7240295.50, -92.25, -92.72
7247925.00, -91.01, -91.30
7255554.00, -93.10, -88.95
7263183.50, -91.34, -92.32
7270813.00, -90.99, -90.73
7278442.50, -92.09, -93.36
7286072.00, -90.42, -92.99
7293701.00, -92.44, -94.52
7301330.50, -90.36, -94.33
7308960.00, -90.80, -92.20
7316589.50, -92.24, -91.68
7324219.00, -90.79, -95.25
7331848.00, -92.32, -92.66
7339477.50, -94.07, -91.60
7347107.00, -97.74, -91.43
7354736.50, -93.04, -94.86
7362365.50, -91.57, -96.11
7369995.00, -92.29, -89.73
7377624.50, -92.08, -89.96
7385254.00, -91.99, -91.03
7392883.50, -90.87, -92.77
7400512.50, -91.44, -92.87
7408142.00, -90.52, -90.06
7415771.50, -93.48, -94.01
7423401.00, -92.68, -94.18
7431030.50, -91.63, -94.50
7438659.50, -89.60, -94.47
7446289.00, -90.45, -92.85
7453918.50, -89.89, -93.15
7461548.00, -96.72, -91.71
7469177.00, -94.31, -95.49
7476806.50, -94.72, -94.66
7484436.00, -93.41, -96.01
7492065.50, -93.43, -91.91
7499695.00, -90.23, -90.76
7507324.00, -90.96, -90.90
7514953.50, -89.97, -90.75
7522583.00, -92.62, -90.79
7530212.50, -90.46, -92.04
7537842.00, -93.50, -92.55
7545471.00, -92.14, -91.38
7553100.50, -90.86, -92.89
7560730.00, -93.68, -91.46
7568359.50, -94.04, -92.40
7575989.00, -91.72, -92.51
7583618.00, -91.45, -92.48
7591247.50, -94.71, -93.85
7598877.00, -94.06, -92.08
7606506.50, -92.52, -91.65
7614135.50, -94.40, -93.03
7621765.00, -89.87, -90.96
7629394.50, -91.42, -92.62
7637024.00, -92.85, -91.41
7644653.50, -94.73, -93.42
7652282.50, -90.25, -93.43
7659912.00, -91.17, -93.03
7667541.50, -92.40, -92.06
7675171.00, -89.90, -89.67
7682800.50, -91.94, -90.64
7690429.50, -91.44, -90.41
7698059.00, -90.89, -93.58
7705688.50, -90.46, -92.47
7713318.00, -90.23, -90.77
7720947.50, -91.96, -91.36
7728576.50, -91.38, -91.51
7736206.00, -91.93, -92.84
7743835.50, -89.51, -92.48
7751465.00, -90.90, -93.78
7759094.00, -94.99, -93.21
7766723.50, -95.35, -94.33
7774353.00, -89.97, -94.26
7781982.50, -92.79, -93.13
7789612.00, -93.92, -89.97
7797241.00, -93.24, -91.23
7804870.50, -92.45, -90.40
7812500.00, -91.70, -89.22
7820129.50, -98.42, -90.01
7827759.00, -92.50, -91.98
7835388.00, -90.84, -92.08
7843017.50, -93.60, -95.78
7850647.00, -88.95, -95.25
7858276.50, -92.25, -92.12
7865906.00, -92.97, -91.31
7873535.00, -90.36, -95.19
7881164.50, -90.32, -92.53
7888794.00, -91.44, -92.00
7896423.50, -93.80, -94.27
7904052.50, -93.90, -92.95
7911682.00, -92.31, -95.65
7919311.50, -92.92, -91.45
7926941.00, -94.22, -92.46
7934570.50, -92.16, -91.94
7942199.50, -92.68, -93.04
7949829.00, -91.29, -89.41
7957458.50, -90.88, -88.62
7965088.00, -93.47, -90.16
7972717.50, -92.72, -91.04
7980346.50, -92.73, -90.12
7987976.00, -90.83, -90.84
7995605.50, -91.81, -93.82
8003235.00, -93.77, -91.43
8010864.50, -90.75, -93.17
8018493.50, -88.34, -91.53
8026123.00, -94.15, -91.41
8033752.50, -91.30, -92.01
8041382.00, -91.99, -94.25
8049011.00, -92.52, -91.90
8056640.50, -92.79, -92.99
8064270.00, -93.61, -91.25
8071899.50, -90.45, -91.94
8079529.00, -91.82, -94.08
8087158.00, -90.48, -91.91
8094787.50, -92.01, -92.93
8102417.00, -93.45, -94.66
8110046.50, -90.90, -95.09
8117676.00, -92.37, -91.67
8125305.00, -89.49, -92.81
8132934.50, -93.39, -94.88
8140564.00, -93.65, -95.38
8148193.50, -91.77, -96.01
8155823.00, -92.09, -92.52
8163452.00, -91.26, -93.43
8171081.50, -91.48, -92.79
8178711.00, -92.23, -89.91
8186340.50, -93.11, -92.42
8193969.50, -93.84, -89.15
8201599.00, -92.30, -90.60
8209228.50, -90.66, -92.14
8216858.00, -89.78, -92.91
8224487.50, -91.66, -94.04
8232116.50, -92.58, -92.72
8239746.00, -90.95, -89.85
8247375.50, -93.40, -91.97
8255005.00, -96.08, -91.34
8262634.50, -93.72, -92.05
8270263.50, -92.67, -90.63
8277893.00, -93.39, -93.78
8285522.50, -92.60, -91.41
8293152.00, -91.62, -91.36
8300781.00, -94.51, -93.38
8308410.50, -96.03, -92.69
8316040.00, -92.30, -89.96
8323669.50, -90.81, -90.16
8331299.00, -90.77, -90.94
8338928.00, -91.74, -90.26
8346557.50, -93.76, -92.10
8354187.00, -91.82, -89.73
8361816.50, -88.69, -90.12
8369446.00, -90.03, -95.80
8377075.00, -94.64, -92.65
8384704.50, -91.24, -91.66
8392334.00, -93.54, -88.22
8399963.00, -98.49, -90.70
8407593.00, -92.96, -92.72
8415222.00, -90.03, -92.70
8422852.00, -89.99, -93.37
8430481.00, -94.41, -95.05
8438110.00, -91.37, -94.93
8445740.00, -91.77, -92.29
8453369.00, -94.73, -91.15
8460999.00, -92.47, -92.89
8468628.00, -92.89, -94.17
8476257.00, -91.33, -92.46
8483887.00, -93.59, -93.79
8491516.00, -91.15, -90.77
8499146.00, -91.69, -90.11
8506775.00, -91.15, -91.35
8514404.00, -90.25, -91.77
8522034.00, -92.16, -92.33
8529663.00, -89.01, -91.31
8537292.00, -88.60, -90.47
8544922.00, -90.97, -91.78
8552551.00, -89.95, -90.36
8560181.00, -88.38, -90.43
8567810.00, -91.63, -90.92
8575439.00, -91.26, -95.60
8583069.00, -93.61, -93.94
8590698.00, -91.88, -92.26
8598328.00, -89.88, -92.65
8605957.00, -92.11, -93.00
8613586.00, -91.89, -89.80
8621216.00, -90.36, -91.12
8628845.00, -91.77, -91.35
8636475.00, -90.65, -90.75
8644104.00, -92.16, -88.86
8651733.00, -92.85, -91.28
8659363.00, -91.97, -92.97
8666992.00, -96.09, -92.60
8674622.00, -91.83, -89.70
8682251.00, -92.27, -89.48
8689880.00, -91.96, -92.90
8697510.00, -91.44, -89.26
8705139.00, -92.79, -89.64
8712769.00, -93.37, -94.61
8720398.00, -91.99, -91.76
8728027.00, -93.58, -95.78
8735657.00, -90.04, -93.67
8743286.00, -92.07, -93.84
8750916.00, -92.90, -90.35
8758545.00, -91.96, -91.77
8766174.00, -90.30, -93.80
8773804.00, -90.91, -91.11
8781433.00, -94.20, -92.13
8789062.00, -92.01, -94.17
8796692.00, -94.72, -93.79
8804321.00, -92.40, -90.45
8811951.00, -92.84, -92.19
8819580.00, -92.83, -91.39
8827209.00, -90.41, -95.65
8834839.00, -90.55, -92.35
8842468.00, -92.59, -95.63
8850098.00, -93.03, -92.96
8857727.00, -90.47, -91.04
8865356.00, -89.94, -93.73
8872986.00, -92.12, -93.95
8880615.00, -93.38, -93.12
8888245.00, -91.99, -90.82
8895874.00, -90.82, -92.78
8903503.00, -92.03, -95.46
8911133.00, -89.51, -89.26
8918762.00, -90.32, -90.68
8926392.00, -92.41, -91.18
8934021.00, -91.05, -92.74
8941650.00, -91.67, -90.14
8949280.00, -92.20, -92.05
8956909.00, -93.42, -90.80
8964539.00, -96.80, -90.19
8972168.00, -93.77, -89.44
8979797.00, -91.64, -90.66
8987427.00, -91.94, -90.65
8995056.00, -89.64, -95.23
9002686.00, -89.95, -93.38
9010315.00, -93.05, -89.78
9017944.00, -91.65, -92.23
9025574.00, -91.59, -90.39
9033203.00, -92.31, -92.34
9040833.00, -92.31, -90.48
9048462.00, -93.03, -89.13
9056091.00, -92.25, -90.59
9063721.00, -93.60, -91.68
9071350.00, -90.24, -93.60
9078979.00, -90.09, -93.85
9086609.00, -93.83, -91.82
9094238.00, -94.04, -91.08
9101868.00, -91.10, -90.84
9109497.00, -92.00, -92.39
9117126.00, -90.96, -92.61
9124756.00, -91.35, -90.36
9132385.00, -90.79, -92.67
9140015.00, -91.95, -93.85
9147644.00, -93.96, -94.71
9155273.00, -93.40, -91.98
9162903.00, -92.73, -94.41
9170532.00, -91.01, -95.62
9178162.00, -92.46, -96.62
9185791.00, -90.93, -91.46
9193420.00, -91.67, -90.11
9201050.00, -94.84, -94.02
9208679.00, -94.59, -91.92
9216309.00, -92.69, -92.71
9223938.00, -91.79, -90.75
9231567.00, -94.52, -92.08
9239197.00, -93.10, -93.16
9246826.00, -93.99, -90.30
9254456.00, -91.18, -91.62
9262085.00, -91.65, -92.53
9269714.00, -95.63, -92.50
9277344.00, -92.70, -94.18
9284973.00, -92.58, -91.31
9292603.00, -95.29, -95.12
9300232.00, -93.46, -91.69
9307861.00, -94.16, -89.69
9315491.00, -94.02, -91.23
9323120.00, -94.93, -96.48
9330750.00, -91.22, -94.49
9338379.00, -92.17, -92.19
9346008.00, -91.65, -94.56
9353638.00, -94.88, -91.74
9361267.00, -92.05, -96.37
9368896.00, -91.15, -94.26
9376526.00, -95.16, -94.08
9384155.00, -92.84, -91.85
9391785.00, -93.08, -95.05
9399414.00, -95.12, -91.53
9407043.00, -91.02, -92.37
9414673.00, -92.32, -92.19
9422302.00, -93.08, -92.77
9429932.00, -96.67, -93.30
9437561.00, -92.87, -91.47
9445190.00, -89.07, -91.66
9452820.00, -91.80, -93.08
9460449.00, -92.41, -92.33
9468079.00, -90.37, -92.30
9475708.00, -90.78, -94.71
9483337.00, -91.19, -87.97
9490967.00, -91.67, -87.51
9498596.00, -95.08, -90.74
9506226.00, -92.66, -92.16
9513855.00, -90.67, -90.28
9521484.00, -91.28, -90.80
9529114.00, -93.78, -91.55
9536743.00, -92.36, -91.48
9544373.00, -95.50, -93.94
9552002.00, -93.49, -92.21
9559631.00, -95.21, -90.93
9567261.00, -94.72, -91.77
9574890.00, -90.67, -92.03
9582520.00, -90.39, -90.67
9590149.00, -91.73, -90.21
9597778.00, -95.37, -87.94
9605408.00, -94.02, -91.16
9613037.00, -92.03, -89.82
9620667.00, -96.40, -88.79
9628296.00, -91.67, -93.29
9635925.00, -92.43, -91.26
9643555.00, -92.68, -93.53
9651184.00, -91.39, -93.35
9658813.00, -91.36, -93.96
9666443.00, -90.67, -92.06
9674072.00, -97.03, -93.32
9681702.00, -92.04, -94.03
9689331.00, -91.26, -94.43
9696960.00, -95.14, -91.80
9704590.00, -91.77, -92.63
9712219.00, -95.80, -92.82
9719849.00, -94.03, -93.29
9727478.00, -91.80, -89.83
9735107.00, -91.57, -89.03
9742737.00, -91.78, -92.22
9750366.00, -92.38, -91.15
9757996.00, -91.44, -92.79
9765625.00, -93.56, -92.48
9773254.00, -89.84, -93.04
9780884.00, -91.22, -93.04
9788513.00, -93.46, -90.92
9796143.00, -93.44, -91.28
9803772.00, -94.01, -92.96
9811401.00, -90.78, -92.99
9819031.00, -92.02, -94.84
9826660.00, -94.94, -91.76
9834290.00, -95.45, -94.75
9841919.00, -90.80, -94.17
9849548.00, -91.37, -93.81
9857178.00, -94.38, -89.95
9864807.00, -92.78, -90.52
9872437.00, -93.03, -91.59
9880066.00, -93.91, -91.34
9887695.00, -93.74, -90.11
9895325.00, -92.11, -89.99
9902954.00, -91.19, -91.32
9910583.00, -91.30, -92.70
9918213.00, -91.92, -91.32
9925842.00, -90.56, -90.19
9933472.00, -90.20, -91.35
9941101.00, -93.74, -90.42
9948730.00, -94.29, -90.71
9956360.00, -97.25, -92.50
9963989.00, -93.40, -92.38
9971619.00, -92.00, -92.49
9979248.00, -89.99, -92.49
9986877.00, -92.98, -93.18
9994507.00, -93.21, -92.25
10002136.00, -96.55, -91.23
10009766.00, -91.44, -93.37
10017395.00, -91.60, -91.97
10025024.00, -92.81, -92.32
10032654.00, -92.35, -93.43
10040283.00, -93.82, -96.84
10047913.00, -92.02, -96.14
10055542.00, -92.15, -94.24
10063171.00, -94.22, -91.60
10070801.00, -93.65, -90.48
10078430.00, -93.06, -88.03
10086060.00, -92.76, -89.43
10093689.00, -93.08, -91.66
10101318.00, -89.67, -90.53
10108948.00, -90.40, -90.83
10116577.00, -93.65, -89.55
10124207.00, -93.63, -92.02
10131836.00, -92.62, -91.66
10139465.00, -90.40, -90.37
10147095.00, -94.65, -94.17
10154724.00, -89.59, -90.93
10162354.00, -90.97, -90.06
10169983.00, -93.04, -91.46
10177612.00, -90.81, -92.14
10185242.00, -88.61, -93.02
10192871.00, -91.14, -93.38
10200500.00, -95.76, -91.13
10208130.00, -94.97, -89.62
10215759.00, -91.24, -94.29
10223389.00, -91.16, -92.78
10231018.00, -92.60, -89.84
10238647.00, -92.70, -88.61
10246277.00, -89.42, -90.04
10253906.00, -92.72, -93.30
10261536.00, -90.74, -92.60
10269165.00, -90.64, -93.58
10276794.00, -91.87, -92.67
10284424.00, -90.86, -92.46
10292053.00, -92.18, -92.59
10299683.00, -93.72, -90.86
10307312.00, -92.64, -92.87
10314941.00, -92.85, -91.88
10322571.00, -92.63, -91.23
10330200.00, -91.49, -93.39
10337830.00, -89.66, -89.92
10345459.00, -92.09, -91.93
10353088.00, -94.42, -95.07
10360718.00, -91.83, -92.48
10368347.00, -91.24, -92.15
10375977.00, -92.01, -93.41
10383606.00, -93.47, -91.15
10391235.00, -92.95, -88.53
10398865.00, -90.97, -93.24
10406494.00, -95.79, -92.20
10414124.00, -94.46, -94.02
10421753.00, -93.78, -91.13
10429382.00, -88.44, -89.62
10437012.00, -88.38, -92.36
10444641.00, -91.01, -93.23
10452271.00, -91.41, -91.28
10459900.00, -93.10, -89.98
10467529.00, -93.17, -90.77
10475159.00, -92.04, -90.07
10482788.00, -92.67, -89.11
10490417.00, -90.93, -93.55
10498047.00, -91.55, -94.26
10505676.00, -92.59, -91.98
10513306.00, -95.16, -92.11
10520935.00, -92.87, -95.22
10528564.00, -91.52, -93.93
10536194.00, -94.51, -91.33
10543823.00, -90.86, -92.64
10551453.00, -90.82, -92.54
10559082.00, -92.07, -91.08
10566711.00, -90.99, -90.10
10574341.00, -91.20, -88.12
10581970.00, -95.35, -88.83
10589600.00, -94.55, -90.52
10597229.00, -96.36, -96.74
10604858.00, -90.31, -95.03
10612488.00, -91.30, -92.72
10620117.00, -89.21, -91.82
10627747.00, -89.64, -95.92
10635376.00, -92.88, -92.83
10643005.00, -90.96, -90.01
10650635.00, -89.58, -92.23
10658264.00, -93.38, -92.85
10665894.00, -93.90, -92.53
10673523.00, -92.77, -91.07
10681152.00, -90.73, -91.62
10688782.00, -91.69, -92.42
10696411.00, -92.70, -91.53
10704041.00, -90.93, -91.68
10711670.00, -91.19, -93.44
10719299.00, -92.36, -93.01
10726929.00, -91.30, -93.97
10734558.00, -89.35, -93.38
10742188.00, -91.26, -94.21
10749817.00, -93.63, -93.25
10757446.00, -92.08, -92.58
10765076.00, -93.18, -92.16
10772705.00, -91.73, -95.34
10780334.00, -91.95, -94.50
10787964.00, -92.23, -95.06
10795593.00, -94.45, -90.79
10803223.00, -94.50, -89.42
10810852.00, -91.86, -89.52
10818481.00, -90.68, -93.75
10826111.00, -90.35, -94.22
10833740.00, -92.04, -90.63
10841370.00, -94.02, -90.56
10848999.00, -92.21, -92.99
10856628.00, -93.13, -91.90
10864258.00, -95.20, -90.91
10871887.00, -94.12, -91.20
10879517.00, -92.51, -91.41
10887146.00, -93.78, -94.31
10894775.00, -90.93, -91.88
10902405.00, -90.18, -90.59
10910034.00, -92.52, -92.15
10917664.00, -91.85, -91.92
10925293.00, -90.49, -93.87
10932922.00, -94.51, -91.59
10940552.00, -88.21, -92.86
10948181.00, -90.30, -90.72
10955811.00, -93.25, -91.08
10963440.00, -94.75, -91.58
10971069.00, -92.06, -91.45
10978699.00, -93.36, -92.48
10986328.00, -93.18, -93.99
10993958.00, -92.23, -92.02
11001587.00, -91.59, -90.28
11009216.00, -92.30, -90.12
11016846.00, -92.77, -90.81
11024475.00, -94.16, -91.87
11032104.00, -91.69, -92.81
11039734.00, -89.41, -88.48
11047363.00, -91.48, -87.76
11054993.00, -91.48, -91.71
11062622.00, -93.01, -90.30
11070251.00, -92.92, -88.43
11077881.00, -90.67, -91.65
11085510.00, -91.47, -92.22
11093140.00, -93.24, -92.44
11100769.00, -92.29, -90.50
11108398.00, -93.09, -91.18
11116028.00, -91.22, -94.85
11123657.00, -92.15, -93.38
11131287.00, -91.32, -96.58
11138916.00, -90.97, -94.60
11146545.00, -90.30, -91.52
11154175.00, -93.99, -90.72
11161804.00, -91.94, -91.14
11169434.00, -91.73, -92.72
11177063.00, -91.37, -89.91
11184692.00, -92.36, -91.88
11192322.00, -91.71, -94.18
11199951.00, -92.20, -94.30
11207581.00, -92.46, -92.61
11215210.00, -95.10, -91.18
11222839.00, -92.50, -95.49
11230469.00, -91.62, -91.05
11238098.00, -93.12, -88.73
11245728.00, -92.64, -92.59
11253357.00, -92.77, -91.96
11260986.00, -94.24, -92.71
11268616.00, -92.60, -91.80
11276245.00, -91.50, -91.12
11283875.00, -91.49, -93.80
11291504.00, -89.75, -92.10
11299133.00, -92.80, -90.96
11306763.00, -89.11, -90.88
11314392.00, -90.63, -89.88
11322021.00, -92.37, -91.14
11329651.00, -90.80, -92.97
11337280.00, -89.71, -92.52
11344910.00, -92.50, -92.72
11352539.00, -92.97, -95.23
11360168.00, -91.00, -94.37
11367798.00, -90.19, -91.58
11375427.00, -91.05, -89.55
11383057.00, -90.03, -92.54
11390686.00, -91.46, -92.47
11398315.00, -93.98, -93.67
11405945.00, -91.47, -95.26
11413574.00, -93.96, -90.53
11421204.00, -92.25, -90.82
11428833.00, -89.77, -94.12
11436462.00, -93.10, -90.59
11444092.00, -92.28, -92.76
11451721.00, -93.09, -91.50
11459351.00, -93.12, -91.49
11466980.00, -94.92, -88.63
11474609.00, -91.16, -91.38
11482239.00, -93.07, -91.64
11489868.00, -92.75, -92.73
11497498.00, -88.13, -94.83
11505127.00, -90.45, -94.31
11512756.00, -98.05, -92.24
11520386.00, -94.36, -90.38
11528015.00, -93.38, -92.31
11535645.00, -92.45, -90.47
11543274.00, -94.77, -90.13
11550903.00, -91.68, -90.75
11558533.00, -89.30, -93.03
11566162.00, -90.37, -94.61
11573792.00, -95.05, -96.28
11581421.00, -90.24, -91.86
11589050.00, -90.42, -91.54
11596680.00, -91.45, -92.71
11604309.00, -92.35, -95.22
11611938.00, -91.73, -92.39
11619568.00, -93.36, -94.21
11627197.00, -90.75, -91.47
11634827.00, -92.29, -91.14
11642456.00, -90.72, -92.39
11650085.00, -94.73, -90.35
11657715.00, -90.24, -92.92
11665344.00, -91.70, -94.25
11672974.00, -91.14, -93.04
11680603.00, -93.33, -91.28
11688232.00, -92.48, -90.38
11695862.00, -92.57, -90.90
11703491.00, -91.66, -95.48
11711121.00, -92.91, -94.50
11718750.00, -94.98, -92.64
11726379.00, -94.56, -91.43
11734009.00, -93.10, -91.39
11741638.00, -90.90, -90.43
11749268.00, -90.99, -96.81
11756897.00, -90.42, -90.75
11764526.00, -91.00, -92.01
11772156.00, -90.62, -92.52
11779785.00, -90.79, -90.08
11787415.00, -91.94, -90.13
11795044.00, -91.14, -90.68
11802673.00, -90.98, -93.94
11810303.00, -93.74, -89.79
11817932.00, -94.92, -90.25
11825562.00, -90.97, -92.27
11833191.00, -91.35, -94.19
11840820.00, -91.09, -94.25
11848450.00, -93.16, -94.83
11856079.00, -92.21, -91.74
11863708.00, -89.72, -92.20
11871338.00, -91.99, -95.56
11878967.00, -92.11, -96.24
11886597.00, -92.33, -95.07
11894226.00, -90.98, -93.43
11901855.00, -92.40, -91.45
11909485.00, -92.40, -92.34
11917114.00, -92.92, -94.61
11924744.00, -89.38, -95.92
11932373.00, -90.41, -90.88
11940002.00, -92.69, -89.60
11947632.00, -91.77, -91.14
11955261.00, -91.88, -90.62
11962891.00, -92.00, -93.69
11970520.00, -91.77, -91.37
11978149.00, -91.31, -89.34
11985779.00, -93.62, -91.46
11993408.00, -90.30, -92.87
12001038.00, -91.39, -95.18
12008667.00, -93.84, -93.87
12016296.00, -93.95, -91.76
12023926.00, -94.44, -90.09
12031555.00, -94.30, -88.99
12039185.00, -91.76, -93.98
12046814.00, -92.28, -91.16
12054443.00, -90.20, -88.79
12062073.00, -93.05, -88.88
12069702.00, -92.61, -91.62
12077332.00, -91.37, -94.00
12084961.00, -92.94, -91.77
12092590.00, -91.05, -90.79
12100220.00, -90.50, -93.56
12107849.00, -90.32, -94.61
12115479.00, -92.89, -92.06
12123108.00, -90.11, -89.22
12130737.00, -90.48, -87.85
12138367.00, -91.33, -91.04
12145996.00, -91.62, -93.00
12153625.00, -96.67, -95.01
12161255.00, -92.39, -93.60
12168884.00, -90.45, -92.88
12176514.00, -90.97, -92.86
12184143.00, -94.69, -92.09
12191772.00, -93.55, -92.42
12199402.00, -93.03, -91.01
12207031.00, -91.53, -92.92
12214661.00, -89.39, -95.07
12222290.00, -89.96, -90.01
12229919.00, -91.62, -91.04
12237549.00, -90.39, -94.05
12245178.00, -90.86, -94.09
12252808.00, -90.06, -92.03
12260437.00, -88.70, -90.85
12268066.00, -88.71, -91.91
12275696.00, -91.23, -89.60
12283325.00, -89.97, -90.18
12290955.00, -90.50, -89.84
12298584.00, -91.66, -89.87
12306213.00, -93.38, -93.66
12313843.00, -97.27, -93.86
12321472.00, -95.24, -96.71
12329102.00, -94.50, -93.00
12336731.00, -89.91, -92.11
12344360.00, -92.51, -91.69
12351990.00, -94.68, -92.55
12359619.00, -92.67, -92.12
12367249.00, -95.76, -92.88
12374878.00, -94.41, -92.53
12382507.00, -91.70, -89.51
12390137.00, -91.93, -91.76
12397766.00, -92.04, -91.43
12405396.00, -96.74, -90.10
12413025.00, -91.36, -88.87
12420654.00, -93.41, -89.68
12428284.00, -92.97, -88.88
12435913.00, -91.29, -88.13
12443542.00, -90.46, -91.72
12451172.00, -93.27, -91.14
12458801.00, -94.18, -92.55
12466431.00, -92.47, -93.82
12474060.00, -94.34, -92.94
12481689.00, -91.89, -91.93
12489319.00, -94.99, -91.06
12496948.00, -95.93, -92.86
12504578.00, -93.29, -91.96
12512207.00, -90.80, -94.04
12519836.00, -92.92, -93.69
12527466.00, -89.76, -94.23
12535095.00, -89.43, -95.41
12542725.00, -93.58, -91.58
12550354.00, -93.29, -88.21
12557983.00, -91.68, -91.87
12565613.00, -91.78, -94.22
12573242.00, -92.86, -96.25
12580872.00, -91.16, -93.56
12588501.00, -90.96, -93.19
12596130.00, -89.86, -93.12
12603760.00, -95.01, -91.25
12611389.00, -91.57, -93.23
12619019.00, -95.83, -94.93
12626648.00, -92.56, -95.11
12634277.00, -92.41, -93.34
12641907.00, -92.67, -92.43
12649536.00, -91.15, -91.55
